Molecule ChEMBL ID,Molecule Name,Molecular Weight,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Assay Description,Target ChEMBL ID,Target Name,Target Organism,Document ChEMBL ID
CHEMBL5819273,,723.8,1.85,COC1CCN(c2nccc(Nc3cc4[nH]c(COCCN5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)nc4cn3)n2)CC1,IC50,'=',6900.0,nM,5.16,CHEMBL5736754,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL5832939,,1056.21,,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCC#Cc2cccc3c2C(=O)N([C@@H](C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)c1,IC50,'=',2700.0,nM,5.57,CHEMBL5736755,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL3741245,,424.87,4.97,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3)ncc2Cl)c1,IC50,'=',1680.0,nM,5.78,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3739350
CHEMBL3740102,,481.96,4.91,C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccc(F)cc1,IC50,'=',2350.0,nM,5.63,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3739350
CHEMBL5989746,,936.08,4.61,O=C1CCC(N2C(=O)c3ccc(N4CCN(C5CCN(CCCOCCCCNc6cccc7c6C(=O)N(C(C(=O)Nc6nccs6)c6cc(F)ccc6O)C7)CC5)CC4)cc3C2=O)C(=O)N1,IC50,'=',370.0,nM,6.43,CHEMBL5736750,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL3818289,,544.97,3.31,O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCCN2CCOCC2)CO1,IC50,'=',4.54,nM,8.34,CHEMBL3820192,Inhibition of wild type human EGFR preincubated for 5 mins followed by ATP addition for 30 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3817746
CHEMBL3818547,,431.81,3.22,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,IC50,'=',0.31,nM,9.51,CHEMBL3820193,Inhibition of recombinant human EGFR L858R mutant expressed in baculovirus infected insect cells preincubated for 5 mins followed by ATP addition for 30 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3817746
CHEMBL6051409,,1095.37,,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCCNCC2CN(c3nn(C(C)C)c4cc(Nc5ccnc(-c6cnn(S(=O)(=O)C7CC7)c6)n5)ncc34)C2)C(C)(C)C)cc1,IC50,'=',53.0,nM,7.28,CHEMBL5736751,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL6012249,,1166.41,,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCN2CCN(CCOCCOCCOCC#Cc3cccc4c3C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)CC2)C(C)(C)C)cc1,IC50,'=',9000.0,nM,5.05,CHEMBL5736751,"TR-FRET Assay for ERBB Kinases: All compounds and PROTACs were serially diluted in three-fold increments using 100% DMSO, followed by an intermediate 10-fold dilution using Buffer A (50 mM HEPES, pH 7.5, 50 mM NaCl, 10 mM MgCl2, 1 mM DTT, and 0.1% Pluronic F-68). Two microliters of serially diluted compound or PROTAC were then transferred to black 384-well Proxiplates (PerkinElmer, #6008260) using an Integra Viaflo96. Next, 10 uL of protein kinase in Buffer A was added to each well of the assay plate and pre-incubated with compound for 10 minutes. Kinase reactions were then initiated by addition of 5 uL substrate mix containing 3 mM ATP and 30 uM fluorescein-labeled Poly-GluTyr (Thermo Fisher, #PV3610) in Buffer A and allowed to proceed for 10 minutes at room temperature. Reactions were quenched by addition of a 5 uL mixture containing 5 nM LanthaScreen® Tb-pY20 Antibody (Thermo Fisher, #PV3552) and 40 mM EDTA in Buffer A. Assay plates were then read using a Synergy2 (Biotek Instruments, Winooski, Vt.) via excitation thru a 340/20 nm bandpass filter and emission collected thru 490/10 nm (donor) and 520/25 nm (acceptor) bandpass filters. The final kinase concentrations used for each 15 uL reaction were as follows: 0.2 nM EGFR Exon20NPG (SignalChem, #E10-132GG), 0.1 nM wild type EGFR (BPS Bioscience, #40187), 0.3 nM EGFR L858R/T790M/C797S (BPS Bioscience, #40351), 0.1 nM EGFR L858R (BPS Bioscience, #40189), 0.4 nM L858R/T790M (BPS Bioscience, #40350), InM EGFR Dell9 (SignalChem, #E10-122JG), 10 nM EGFR Dell9 T790M (SignalChem, #E10-122KG), 0.3 nM Her2 (BPS Bioscience, #40230), 15 nM Her2 InsYVMA (SignalChem, #E27-13BG).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728438
CHEMBL109625,,347.42,4.99,COc1cc2ncc(C#N)c(Nc3cccc(C(C)C)c3)c2cc1OC,IC50,'=',61659.5,nM,4.21,CHEMBL1798351,Inhibition autophosphorylation of EGFR in human DiFi cells after 2 hrs by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1795334
CHEMBL5825778,,435.5,3.72,CN1CCC[C@H]1COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1)C(=O)NCC2,IC50,'=',0.31,nM,9.51,CHEMBL5738105,"Kinase Assay: Exon 20-Mutant-EGFR(D770_N771insSVD): For the assay 50 nl of a 100-fold concentrated solution of the test compound in DMSO was pipetted into either a black low volume 384 well microtiter plate or a black 1536 well microtiter plate (both Greiner Bio-One, Frickenhausen, Germany), 2 μl of a solution of EGFR in aqueous assay buffer [50 mM Hepes pH 7.0, 10 mM MgCl2, 1 mM dithiothreitol, 0.5 mM EGTA, 0.3 mM activated sodium ortho-vanadate, 0.005% (w/v) bovine serum albumin, 0.005% (v/v) Tween-20] were added and the mixture was incubated for 15 min at 22° C. to allow pre binding of the test compounds to the enzyme before the start of the kinase reaction. Then the kinase reaction was started by the addition of 3 μL of a solution of adenosine tri phosphate (ATP, 3.33 mM=>final cone, in the 5 μL assay volume is 2 mM) and substrate (1.67 μM=>final cone, in the 5 μL assay volume is 1 μM) in assay buffer and the resulting mixture was incubated for a reaction time of 30 min at 22° C. The concentration of EGFR was adjusted depending of the activity of the enzyme lot and was chosen appropriate to have the assay in the linear range, typical concentration was 15 pg/μl. The reaction was stopped by the addition of 3 μl of a solution of HTRF detection reagents (83.3 nM streptavidine-XL665 [Cisbio Bioassays, Codolet, France] and 1.67 nM PT66-Tb-Cryptate, a terbium-cryptate labelled anti-phospho-tyrosine antibody from Cisbio Bioassays [instead of the PT66 Tb cryptate PT66 Eu Chelate from Perkin Elmer can also be used]) in an aqueous EDTA-solution (133.3 mM EDTA, 0.2% (w/v) bovine serum albumin in 50 mM HEPES pH 7.5).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729120
CHEMBL5741413,,430.51,4.43,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,IC50,'=',1200.0,nM,5.92,CHEMBL5738184,"Cell Viability Assay and IC50 Estimation: Cell viability was determined using the Cell Titer Glo assay (Promega) as previously described. Briefly, 2000-3000 cells per well were plated in 384-well plates (Greiner Bio-One) in technical triplicate. Cells were treated with seven different concentrations of tyrosine kinase inhibitors or vehicle alone at a final volume of 40 μL per well. After 3 days hours, 11 μL of Cell Titer Glo was added to each well. Plates were shaken for 15 minutes, and bioluminescence was determined using a FLUOstar OPTIMA multi-mode micro-plate reader (BMG LABTECH). Bioluminescence values were normalized to DMSO treated cells, and normalized values were plotted in GraphPad Prism using non-linear regression fit to normalized data with a variable slope. IC50 values were calculated by GraphPad Prism at 50% inhibition.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729162
CHEMBL5907345,,458.44,4.57,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,IC50,'=',1700.0,nM,5.77,CHEMBL5738182,"Cell Viability Assay and IC50 Estimation: Cell viability was determined using the Cell Titer Glo assay (Promega) as previously described. Briefly, 2000-3000 cells per well were plated in 384-well plates (Greiner Bio-One) in technical triplicate. Cells were treated with seven different concentrations of tyrosine kinase inhibitors or vehicle alone at a final volume of 40 μL per well. After 3 days hours, 11 μL of Cell Titer Glo was added to each well. Plates were shaken for 15 minutes, and bioluminescence was determined using a FLUOstar OPTIMA multi-mode micro-plate reader (BMG LABTECH). Bioluminescence values were normalized to DMSO treated cells, and normalized values were plotted in GraphPad Prism using non-linear regression fit to normalized data with a variable slope. IC50 values were calculated by GraphPad Prism at 50% inhibition.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729162
CHEMBL5990479,,460.46,4.08,COCCOc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1CC(F)F)C(=O)NCC2,IC50,'=',0.176,nM,9.75,CHEMBL5738105,"Kinase Assay: Exon 20-Mutant-EGFR(D770_N771insSVD): For the assay 50 nl of a 100-fold concentrated solution of the test compound in DMSO was pipetted into either a black low volume 384 well microtiter plate or a black 1536 well microtiter plate (both Greiner Bio-One, Frickenhausen, Germany), 2 μl of a solution of EGFR in aqueous assay buffer [50 mM Hepes pH 7.0, 10 mM MgCl2, 1 mM dithiothreitol, 0.5 mM EGTA, 0.3 mM activated sodium ortho-vanadate, 0.005% (w/v) bovine serum albumin, 0.005% (v/v) Tween-20] were added and the mixture was incubated for 15 min at 22° C. to allow pre binding of the test compounds to the enzyme before the start of the kinase reaction. Then the kinase reaction was started by the addition of 3 μL of a solution of adenosine tri phosphate (ATP, 3.33 mM=>final cone, in the 5 μL assay volume is 2 mM) and substrate (1.67 μM=>final cone, in the 5 μL assay volume is 1 μM) in assay buffer and the resulting mixture was incubated for a reaction time of 30 min at 22° C. The concentration of EGFR was adjusted depending of the activity of the enzyme lot and was chosen appropriate to have the assay in the linear range, typical concentration was 15 pg/μl. The reaction was stopped by the addition of 3 μl of a solution of HTRF detection reagents (83.3 nM streptavidine-XL665 [Cisbio Bioassays, Codolet, France] and 1.67 nM PT66-Tb-Cryptate, a terbium-cryptate labelled anti-phospho-tyrosine antibody from Cisbio Bioassays [instead of the PT66 Tb cryptate PT66 Eu Chelate from Perkin Elmer can also be used]) in an aqueous EDTA-solution (133.3 mM EDTA, 0.2% (w/v) bovine serum albumin in 50 mM HEPES pH 7.5).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729120
CHEMBL5910757,,593.09,3.77,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)C(=O)N(C)C)n2)c(OC)cc1N1CCN(C)CC1,IC50,'=',422.0,nM,6.38,CHEMBL5732708,"Kinase Assay (EGFR/L858R): Kinase Assay Protocol:Bar-coded Corning, low volume NBS, black 384-well plate (Corning Cat. #4514)1. 2.5 μL—4× Test Compound or 100 nL 100× plus 2.4 μL kinase buffer;2. 5 μL—2× Peptide/Kinase Mixture;3. 2.5 μL—4×ATP Solution;4. 30-second plate shake;5. 60-minute Kinase Reaction incubation at room temperature;6. 5 μL—Development Reagent Solution;7. 30-second plate shake;8. 60-minute Development Reaction incubation at room temperature;9. Read on fluorescence plate reader and analyze the data.Kinase-Specific Assay Conditions: The 2×EGFR (ErbB1) L858R/Tyr 04 mixture is prepared in 50 mM HEPES pH 7.5, 0.01% BRIJ-35, 10 mM MgCl2, 4 mM MnCl2, 1 mM EGTA, 2 mM DTT. The final 10 μL Kinase Reaction consists of 0.2-3.36 ng EGFR (ErbB1) L858R and 2 μM Tyr 04 in 50 mM HEPES pH 7.5, 0.01% BRIJ-35, 10 mM MgCl2, 2 mM MnCl2, 1 mM EGTA, 1 mM DTT. After the 1 hour Kinase Reaction incubation, 5 μL of a 1:64 dilution of Development Reagent B is added.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5726454
